Age,Flight distance,Inflight Wi-Fi service,Convenient arrival/departure time,Ease of online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Check-in service,Inflight service,Cleanliness,Departure delay in minutes,Gender,Customer type,Type of travel,Eco,Eco plus,Satisfied
53,3276,0,5,0,4,4,5,4,3,3,3,3,5,3,5,0,0,0,0,0,0,1
37,2567,2,2,4,2,4,4,4,5,5,5,5,3,5,5,0,0,0,0,0,0,1
39,889,2,5,2,3,3,2,3,3,3,3,4,3,4,3,38,0,0,1,1,0,0
29,1009,2,2,2,4,3,2,3,3,3,5,4,5,4,3,0,1,1,0,0,0,0
38,198,4,5,5,5,4,4,4,4,3,4,4,4,3,4,42,1,0,0,1,0,0
59,1598,3,3,3,3,4,3,4,5,5,5,5,3,5,5,0,1,0,0,0,0,1
19,873,1,0,1,3,4,1,4,4,3,4,4,3,5,4,57,1,0,1,1,0,0
39,1399,4,4,2,4,4,4,5,5,5,5,5,3,5,5,16,0,0,0,0,0,1
22,1145,3,5,3,1,4,3,4,4,5,2,4,5,5,4,0,1,0,1,1,0,0
50,282,0,4,0,5,4,0,3,4,4,4,4,3,4,4,18,1,0,1,0,1,1
22,1076,5,1,1,1,5,5,5,5,3,1,2,2,1,5,47,1,0,0,1,0,1
56,3927,4,4,4,4,5,5,5,4,4,4,4,4,4,4,0,1,0,0,0,0,1
39,507,3,5,4,2,4,4,4,4,5,5,4,3,5,4,0,1,0,1,1,0,0
29,325,4,3,4,4,5,4,5,5,2,5,4,3,4,5,0,1,0,1,1,0,1
42,3404,5,5,5,5,3,5,4,5,5,5,5,3,5,3,8,1,0,0,0,0,1
56,2387,4,4,4,4,2,5,4,3,3,4,3,4,3,3,33,1,0,0,0,0,1
27,192,3,3,3,3,4,4,3,4,2,3,2,1,3,4,0,1,0,0,0,0,1
21,972,2,2,2,3,4,2,4,4,5,4,5,3,5,4,0,0,1,0,1,0,0
42,362,1,1,1,1,4,5,4,5,5,4,5,4,5,5,0,0,0,0,0,0,1
48,1587,1,1,1,1,5,4,5,4,4,4,4,4,4,3,60,0,0,0,0,0,1
53,2611,4,5,4,4,4,3,5,4,4,4,4,3,4,4,0,1,0,0,0,0,1
64,651,4,5,4,4,2,4,4,2,2,4,2,3,2,5,0,0,0,1,1,0,0
49,342,3,4,3,2,4,4,4,4,4,3,4,3,4,5,0,0,0,1,1,0,0
49,1625,5,5,5,5,4,4,4,5,5,5,5,4,5,5,0,0,0,0,0,0,1
23,361,2,4,3,2,3,3,3,3,5,5,4,4,5,3,0,1,0,1,0,1,0
50,3511,3,5,3,5,1,1,1,3,3,3,3,4,3,3,0,1,0,0,0,0,0
51,927,1,4,1,3,2,1,5,2,3,5,4,4,4,2,0,1,0,1,0,1,0
34,3666,4,4,4,4,5,4,5,5,5,5,5,3,5,3,0,1,0,0,0,0,1
49,1187,1,1,1,1,3,5,4,3,3,3,3,4,3,3,33,0,0,0,0,0,1
56,106,5,2,2,2,4,1,2,5,5,5,5,4,5,3,11,0,0,0,1,0,1
46,235,2,2,2,2,3,5,4,4,4,4,4,3,4,3,24,1,0,0,0,0,1
25,965,2,5,2,1,2,2,2,2,4,4,4,4,5,2,0,1,0,1,1,0,0
68,936,3,4,3,1,4,4,5,5,5,3,5,4,5,4,0,0,0,1,0,1,0
10,1558,2,4,2,2,1,2,1,1,3,2,3,4,4,1,91,0,0,1,1,0,0
44,222,4,1,1,1,2,5,5,3,3,4,3,4,3,3,0,0,0,0,1,0,1
61,680,4,4,4,1,3,4,4,1,1,4,2,4,1,3,2,1,0,1,0,0,0
18,641,3,4,3,1,4,3,1,4,2,1,1,2,4,4,13,0,0,1,0,1,0
58,3065,0,5,0,3,4,4,4,2,2,2,2,4,2,3,0,0,0,0,0,0,1
58,3736,2,1,1,1,2,2,2,2,2,3,2,2,2,3,52,0,0,0,0,0,0
64,1024,4,4,4,2,4,4,4,4,3,2,5,5,4,4,12,1,0,1,1,0,0
66,685,2,4,2,1,5,4,5,3,3,2,3,5,3,4,0,1,0,1,0,0,0
21,296,4,0,4,4,4,4,5,4,4,3,5,4,4,4,19,0,1,0,0,0,1
39,337,4,4,4,4,2,5,4,5,5,5,5,4,5,4,5,1,0,0,0,0,1
50,1363,2,2,2,2,2,2,2,3,5,4,4,2,5,2,238,1,0,0,0,0,1
43,189,1,2,2,2,4,3,3,1,1,1,1,4,1,2,13,0,0,0,0,1,0
41,1620,4,4,4,4,4,5,5,2,2,2,2,5,2,5,7,1,0,0,0,0,1
46,552,4,4,4,4,4,4,4,4,3,3,2,2,3,4,4,1,0,0,1,0,1
41,1616,4,4,4,4,5,5,5,4,4,5,4,3,4,5,2,1,0,0,0,0,1
31,646,3,4,5,5,3,3,3,3,1,5,4,4,3,3,0,0,0,0,1,0,0
53,404,4,4,4,4,5,4,5,3,3,4,5,5,3,5,21,0,0,1,1,0,0
39,3601,2,2,2,2,4,5,2,4,4,4,4,1,4,3,0,0,0,0,0,0,1
53,635,2,2,2,2,5,5,5,1,1,2,3,5,3,5,150,0,0,0,0,0,1
25,646,4,5,5,5,4,4,4,4,3,4,5,5,3,4,13,1,0,0,1,0,1
20,317,3,4,3,3,3,3,3,3,4,1,3,4,4,3,23,0,1,0,1,0,0
46,1892,3,3,3,3,2,3,2,2,3,4,4,4,3,2,0,1,1,0,1,0,0
10,612,3,4,2,3,1,2,1,1,2,5,3,5,3,1,0,1,0,1,1,0,0
47,2609,3,3,3,3,5,4,5,4,4,4,4,5,4,5,0,0,0,0,0,0,1
32,1357,3,3,2,3,5,2,5,5,2,5,4,4,3,5,4,1,0,1,1,0,0
14,237,2,4,2,4,2,2,2,2,3,5,5,4,5,2,3,0,0,1,1,0,0
16,2442,2,2,2,2,4,4,4,4,3,3,3,5,5,4,0,0,0,0,0,0,1
53,950,1,5,0,4,2,5,4,1,1,0,1,4,1,3,0,0,0,1,1,0,0
55,2896,1,1,1,1,3,5,5,5,5,5,5,4,5,3,2,1,0,0,0,0,1
28,1537,2,2,2,2,5,5,5,5,5,3,5,4,5,5,0,0,0,0,0,0,1
49,197,2,3,2,4,4,4,3,3,3,2,2,3,3,1,3,0,0,1,1,0,0
54,789,1,4,1,3,1,1,1,1,4,3,5,5,5,1,0,1,0,1,0,1,0
70,541,3,4,3,4,4,5,4,5,5,3,3,5,5,5,0,0,0,1,1,0,0
25,782,2,2,2,4,1,2,1,1,3,4,4,4,3,1,9,0,1,0,1,0,0
48,951,1,1,1,1,5,4,5,3,3,3,3,5,3,3,0,0,0,0,0,0,1
7,563,2,4,2,2,2,2,2,2,5,3,5,5,4,2,0,1,0,1,1,0,0
39,109,3,3,3,3,3,3,3,3,3,2,3,3,3,3,0,1,0,0,1,0,0
79,414,2,1,1,1,2,2,2,2,1,2,3,1,3,2,1,1,0,0,1,0,0
28,502,4,4,4,3,5,4,5,5,4,3,5,3,5,5,0,0,1,0,0,0,0
41,990,4,4,4,4,4,4,5,4,4,4,4,3,4,3,37,1,0,0,0,0,1
27,1192,1,1,1,4,1,1,1,1,1,4,4,4,4,1,0,0,1,0,0,1,0
59,2869,5,5,5,5,3,5,4,5,5,5,5,5,5,3,0,0,0,0,0,0,1
21,401,3,2,5,3,5,5,5,5,3,2,3,4,3,5,71,0,0,1,1,0,0
48,425,5,4,4,4,5,5,5,5,4,3,1,5,4,5,0,1,0,0,1,0,1
53,1095,3,5,5,5,3,3,3,3,1,1,3,3,4,3,0,1,0,0,1,0,0
42,1609,2,4,1,4,2,2,3,2,2,2,2,2,2,1,12,0,0,0,0,0,0
48,1310,1,1,1,4,1,1,1,1,2,5,4,2,4,1,52,0,1,0,1,0,0
59,946,4,2,3,2,1,3,1,1,4,1,3,3,3,1,0,1,0,1,1,0,1
53,3804,2,2,2,2,5,4,4,5,5,5,5,5,5,3,0,0,0,0,0,0,1
24,125,2,4,0,4,2,0,3,2,2,2,4,1,3,2,47,1,0,1,1,0,0
56,429,2,1,2,3,3,2,3,3,1,4,3,3,2,3,35,1,0,1,1,0,0
42,3004,5,5,3,5,3,5,5,5,5,5,5,5,5,4,5,0,0,0,0,0,1
24,1455,2,2,2,3,2,4,4,2,4,4,1,4,3,4,0,0,1,0,1,0,0
28,833,3,3,3,3,2,2,2,2,1,1,3,4,1,2,0,1,0,0,0,0,1
17,1892,1,1,1,2,1,1,2,1,2,4,2,2,3,1,0,0,0,1,1,0,0
31,789,2,4,4,4,2,1,2,2,1,4,4,3,4,2,0,1,0,0,0,1,0
60,2254,3,3,5,3,4,4,4,4,4,4,4,4,4,4,2,1,0,0,0,0,1
39,444,4,4,4,3,1,4,1,1,5,2,5,4,5,1,12,1,1,0,0,0,1
47,522,4,5,5,5,3,2,1,4,4,4,4,2,4,2,40,0,0,0,1,0,1
60,283,3,4,4,4,3,3,3,3,2,2,4,2,4,3,20,1,0,0,1,0,0
13,1529,5,5,3,5,4,4,4,4,4,4,5,3,5,4,0,1,0,0,0,0,1
29,1099,1,1,1,2,3,1,5,3,1,4,2,1,2,3,51,1,1,0,0,0,0
45,2580,5,5,5,5,2,4,4,5,5,5,5,5,5,5,0,0,0,0,0,0,1
44,1262,1,1,3,1,3,5,5,4,4,4,4,5,4,4,0,1,0,0,0,0,1
50,109,5,1,1,1,4,5,1,5,5,5,5,3,5,2,0,0,0,0,1,0,1
26,271,3,0,3,5,5,3,5,5,4,3,5,5,4,5,100,0,0,1,1,0,0
27,2777,5,5,5,5,5,5,5,5,4,1,3,3,2,5,2,0,0,0,0,0,1
16,2865,2,2,2,2,5,5,5,5,3,2,3,4,5,5,2,1,0,0,0,0,1
24,920,4,4,4,4,3,4,3,3,4,3,4,4,3,3,0,0,1,0,1,0,0
34,414,3,3,3,1,1,3,1,1,5,4,5,4,5,1,2,1,1,0,0,0,0
30,2154,3,3,3,3,5,5,5,5,1,1,4,2,4,5,0,0,0,0,0,0,1
50,2349,4,3,3,3,4,4,4,4,1,2,4,3,4,4,0,1,0,0,1,0,1
21,1773,3,3,3,4,4,3,4,4,3,5,4,3,5,4,0,1,1,0,1,0,0
61,802,1,3,1,3,4,1,4,4,1,2,3,2,4,4,0,1,0,1,1,0,0
32,192,3,2,2,2,3,3,3,3,4,5,3,4,3,3,0,0,0,0,0,0,0
22,937,2,5,3,2,1,3,1,1,1,4,4,4,3,1,0,0,0,1,0,1,0
46,1050,1,0,0,4,2,4,3,4,4,0,4,3,4,2,0,1,0,0,0,0,0
15,370,3,2,2,4,4,2,3,4,3,3,3,1,4,4,3,0,1,0,1,0,0
29,413,3,1,3,4,1,3,1,1,1,3,4,3,4,1,7,0,0,1,1,0,0
12,372,4,5,4,4,5,4,5,5,4,5,4,3,5,5,89,0,0,1,1,0,0
50,641,2,2,2,3,1,2,1,1,3,2,5,4,5,1,7,1,1,0,0,0,0
54,528,2,3,1,3,2,2,2,2,1,4,3,2,2,2,0,1,0,0,1,0,0
69,989,1,4,1,1,5,1,5,5,3,2,4,4,5,5,6,1,0,1,1,0,0
38,920,1,2,1,3,3,1,3,3,2,4,4,2,4,3,0,1,0,1,1,0,0
25,853,1,1,1,4,4,1,4,4,3,2,4,3,3,4,0,0,1,0,0,1,0
26,352,3,5,5,5,3,3,1,3,4,3,4,2,4,3,108,1,0,0,1,0,0
53,2690,3,3,3,3,5,5,5,3,3,4,3,3,3,5,0,0,0,0,0,0,1
47,1846,2,2,2,2,5,4,4,4,4,4,4,4,4,5,62,1,0,0,0,0,1
42,2475,1,1,1,1,5,4,4,5,5,5,5,5,5,3,0,1,0,0,0,0,1
19,461,3,3,3,4,3,5,4,4,5,4,4,4,4,4,141,1,1,0,1,0,0
63,622,3,5,3,2,3,3,3,3,4,2,5,5,5,3,10,1,0,1,1,0,0
18,533,3,5,3,4,2,3,3,2,5,4,5,5,4,2,0,1,1,0,1,0,0
52,125,3,5,3,2,3,3,2,3,3,5,2,1,3,3,0,1,0,1,1,0,0
60,1464,3,2,2,2,3,3,3,3,4,3,4,4,4,3,0,1,0,0,0,1,0
38,2355,2,2,2,2,3,4,3,5,5,5,5,1,5,3,24,1,0,0,0,0,1
41,77,5,1,1,1,5,5,5,5,2,2,2,1,2,5,0,1,0,0,1,0,1
41,2563,2,2,2,2,3,5,4,3,3,4,3,3,3,3,0,1,0,0,0,0,1
15,986,2,2,2,5,1,2,1,1,5,5,5,5,4,1,0,0,1,0,1,0,0
49,1750,1,5,5,5,1,1,1,4,2,2,4,1,2,1,132,0,0,0,1,0,0
18,793,4,4,4,5,3,4,4,3,3,4,5,4,4,3,91,1,0,1,1,0,1
39,229,5,5,5,5,5,5,5,5,2,3,5,3,2,5,0,0,0,0,1,0,1
25,1874,2,3,1,1,2,2,2,2,2,2,4,4,5,2,0,0,0,0,0,0,0
28,319,5,5,5,3,4,5,5,4,5,4,4,3,4,4,0,1,1,0,0,0,1
37,2571,3,3,3,3,5,4,5,5,5,5,5,4,5,5,0,0,0,0,0,0,1
31,261,3,4,3,4,3,3,3,3,1,5,4,2,4,3,87,0,0,1,1,0,0
32,557,3,4,3,3,3,3,3,3,5,3,4,4,5,3,81,0,0,1,1,0,0
25,196,2,4,2,4,5,2,5,5,5,4,5,5,1,5,0,0,1,0,1,0,0
55,3934,3,3,3,3,5,5,5,4,4,4,4,4,4,3,0,1,0,0,0,0,1
51,2704,4,4,4,4,5,5,5,3,4,3,4,5,4,5,60,1,0,0,0,0,1
40,2334,0,4,1,2,4,1,3,5,5,5,5,3,5,2,0,0,0,0,0,0,1
25,3848,1,2,1,1,4,4,4,4,1,5,2,1,2,4,0,1,0,0,0,0,1
70,409,3,5,3,3,2,4,5,5,5,3,1,3,5,3,0,0,0,1,1,0,0
55,907,2,3,3,3,4,4,3,2,2,2,2,1,2,3,19,0,0,0,1,0,0
53,262,1,5,1,1,5,1,5,5,3,1,1,3,1,5,70,1,0,1,1,0,0
73,2141,1,1,1,1,3,4,3,2,2,2,1,3,2,4,0,1,0,0,0,0,0
32,859,0,0,0,3,3,0,2,3,3,3,4,5,4,3,0,0,0,0,0,1,1
30,237,1,1,1,2,4,1,5,4,1,4,3,4,3,4,0,1,0,1,0,1,0
19,308,1,4,4,3,5,4,5,5,4,5,5,3,4,5,91,1,0,1,1,0,0
33,3679,2,2,2,2,5,5,5,5,3,3,5,2,2,5,0,1,0,0,0,0,1
13,501,3,4,3,4,2,3,2,2,4,3,5,4,4,2,0,0,0,1,1,0,0
53,550,3,4,4,4,3,3,3,3,5,1,3,4,3,3,0,1,0,0,0,1,1
31,1118,1,1,1,4,2,1,2,2,3,5,4,4,4,2,0,0,1,0,1,0,0
62,3179,1,1,1,1,4,3,4,4,4,4,4,4,4,4,0,1,0,0,0,0,1
29,1085,4,4,3,5,2,3,2,2,4,5,4,3,5,2,8,1,0,1,1,0,0
57,2807,1,1,1,1,2,4,4,5,5,5,5,4,5,4,0,1,0,0,0,0,1
34,3802,0,0,0,4,3,4,1,2,2,2,2,2,2,2,0,1,0,0,0,0,1
45,926,3,3,3,4,5,3,2,5,3,2,3,4,4,5,26,1,1,0,1,0,0
65,192,1,2,1,3,5,4,3,2,2,1,2,2,2,3,0,0,0,1,1,0,0
48,235,2,5,5,5,2,4,3,2,2,2,2,3,2,4,0,0,0,0,0,0,0
8,733,4,2,4,2,3,4,3,3,1,1,1,4,2,3,0,0,0,1,1,0,0
36,814,1,0,1,2,5,1,5,5,4,5,5,1,5,5,32,1,0,1,1,0,0
48,2075,4,4,4,4,3,4,4,4,4,4,4,3,4,4,0,0,0,0,0,0,1
10,2338,3,4,3,3,5,3,5,5,3,2,4,5,5,5,1,0,0,1,1,0,0
24,834,4,4,4,4,5,4,5,5,1,2,5,3,1,5,14,1,1,0,1,0,1
52,1778,4,4,4,4,2,5,4,3,3,3,3,5,3,5,4,1,0,0,0,0,1
43,1052,3,4,4,3,4,4,4,4,3,3,2,3,1,4,0,1,1,0,1,0,0
21,657,2,2,2,2,5,5,5,5,5,2,4,5,4,5,6,0,0,0,0,0,1
24,577,3,3,3,3,2,3,2,2,2,3,3,4,2,2,0,0,1,0,1,0,0
40,449,4,4,4,2,3,4,3,3,5,4,4,4,4,3,4,1,1,0,0,0,1
8,237,1,5,1,1,2,1,3,2,5,2,4,3,4,2,0,0,0,1,1,0,0
40,544,4,4,4,4,4,4,4,4,4,4,4,4,4,5,0,0,0,0,0,0,1
41,2556,4,4,4,4,4,3,4,5,5,5,5,4,5,4,0,1,0,0,0,0,1
67,2475,4,4,4,4,3,3,4,5,5,4,5,4,5,4,0,0,0,1,0,1,0
40,3034,2,2,3,2,4,5,5,4,4,4,4,4,4,4,8,1,0,0,0,0,1
51,366,1,1,1,1,3,4,4,4,4,5,4,5,4,4,0,0,0,0,0,0,1
59,956,2,1,1,1,5,3,3,2,2,2,2,4,2,1,1,0,0,0,0,0,0
29,2218,3,3,2,3,3,3,3,3,4,3,5,4,4,3,0,1,0,0,0,0,1
70,456,0,1,0,4,4,0,4,4,1,4,4,4,4,4,19,1,0,1,1,0,1
12,1892,4,1,4,2,5,4,5,5,2,3,2,1,2,5,28,1,0,1,0,1,0
26,1262,0,0,0,3,4,0,3,4,4,2,4,5,4,4,9,1,1,0,0,0,1
41,3423,3,3,3,3,4,2,4,5,5,5,5,4,5,1,0,1,0,0,0,0,1
60,493,4,4,4,4,2,4,5,3,3,3,3,3,3,3,0,1,0,0,0,0,1
39,163,3,5,3,1,1,3,1,1,4,2,5,3,4,1,0,1,0,1,1,0,0
68,1117,3,2,3,3,3,3,3,5,5,3,5,2,5,4,7,0,0,1,1,0,0
32,2187,2,2,2,2,3,4,3,3,4,4,4,4,4,3,0,1,0,0,0,0,1
18,1342,3,4,4,2,3,4,3,3,4,3,3,5,5,3,0,1,0,1,1,0,0
15,304,3,5,3,2,2,3,1,2,3,5,4,5,4,2,0,1,0,1,1,0,0
43,1750,1,3,1,1,5,5,4,4,4,4,4,4,4,5,0,0,0,0,0,0,1
49,216,3,4,0,3,3,0,3,3,4,5,3,4,4,3,0,1,0,1,1,0,0
25,489,3,3,3,2,3,3,5,3,4,1,5,2,4,3,8,1,0,1,1,0,0
50,370,2,1,2,3,1,4,3,4,4,2,4,1,4,3,0,0,0,1,1,0,0
39,1747,2,2,2,2,4,4,4,3,4,5,4,4,4,4,132,0,0,0,0,0,1
33,773,2,2,2,2,4,4,4,2,3,2,2,4,1,4,140,0,0,0,0,0,1
17,200,3,1,3,4,2,3,2,2,4,1,3,4,3,2,40,1,0,1,0,0,0
41,405,1,1,1,1,3,4,5,1,1,2,1,3,1,4,0,1,0,0,0,0,1
31,1598,5,5,5,5,4,4,4,4,3,4,5,5,4,4,0,1,0,0,0,0,1
39,201,4,3,3,4,1,3,1,1,2,5,5,3,1,1,0,0,1,0,0,0,1
64,2475,3,3,3,3,2,4,5,5,5,5,5,3,5,3,4,1,0,0,0,0,1
52,3935,1,1,1,1,3,5,5,4,4,4,4,3,4,3,0,1,0,0,0,0,1
30,2657,4,5,4,5,1,1,4,1,3,1,4,3,3,1,8,0,0,0,0,0,0
42,292,5,2,2,2,5,2,2,5,5,5,5,2,5,5,32,0,0,0,1,0,1
48,544,2,2,2,2,4,4,5,4,4,5,4,3,4,5,62,0,0,0,0,0,1
29,861,1,1,1,4,4,1,4,4,4,2,4,2,4,4,0,1,0,1,1,0,0
23,271,5,0,5,1,3,5,4,3,4,5,4,5,5,3,62,0,1,0,1,0,1
74,134,2,5,5,5,2,2,2,2,4,2,3,2,2,2,43,1,0,0,1,0,0
60,1276,3,1,1,1,5,3,4,3,3,3,3,2,3,2,10,1,0,0,0,0,0
46,3185,2,5,5,5,5,3,3,2,2,2,2,1,2,1,0,0,0,0,0,0,0
55,451,1,1,1,1,4,4,5,4,4,4,4,3,4,3,0,1,0,0,0,0,1
41,1981,4,4,4,4,4,4,2,5,5,5,5,4,5,4,0,1,0,0,0,0,1
59,1605,2,5,2,5,2,3,5,2,2,2,2,3,2,4,41,1,0,1,0,0,0
57,1005,4,4,4,4,5,5,4,5,5,5,5,5,5,5,3,1,0,0,0,0,1
36,455,3,1,1,1,3,3,3,3,4,4,3,4,3,3,0,0,0,0,1,0,0
16,308,3,4,3,3,1,3,5,1,4,2,5,5,4,1,2,1,0,1,1,0,0
54,812,4,4,4,4,4,5,4,4,4,4,4,3,4,5,0,0,0,0,0,0,1
38,414,3,0,3,4,3,3,3,3,1,4,5,1,1,3,17,0,1,0,1,0,0
36,190,3,2,2,2,3,4,3,3,1,2,1,2,3,3,0,1,0,0,1,0,1
25,1197,5,5,3,5,5,5,5,5,2,4,4,1,1,5,0,0,0,0,0,0,1
55,814,3,2,3,4,2,3,3,3,3,3,3,2,3,1,25,0,0,1,0,1,0
40,1514,2,3,2,5,1,2,1,1,2,5,2,5,3,1,0,0,0,1,1,0,0
38,213,3,4,4,4,1,4,1,1,2,3,3,1,4,1,0,0,0,1,1,0,0
10,852,2,5,2,2,4,2,4,4,4,5,5,4,4,4,1,0,0,0,0,0,1
60,1056,1,1,5,1,4,4,4,4,2,4,4,4,3,4,214,0,1,0,1,0,0
45,1013,3,3,3,4,4,3,4,4,1,3,2,4,4,4,0,1,1,0,1,0,0
54,575,1,0,1,1,2,1,2,2,3,3,2,4,4,2,0,1,0,0,0,0,1
51,3236,4,4,4,4,5,4,5,3,3,4,5,3,3,4,0,1,0,0,0,0,1
44,2764,5,5,5,5,3,5,5,2,2,2,2,4,2,3,8,0,0,1,0,1,0
46,399,2,4,3,2,4,4,5,4,4,3,4,4,4,3,0,1,1,0,0,0,1
20,408,5,0,5,2,3,5,3,3,3,5,5,3,4,3,0,0,0,0,0,0,1
44,1162,4,4,4,4,4,1,2,4,4,4,4,2,4,2,0,1,0,1,0,1,0
36,1744,2,1,2,4,1,2,1,1,3,1,2,4,4,1,0,0,0,1,1,0,0
13,366,4,4,4,5,5,4,5,5,4,4,4,3,4,5,63,1,0,1,0,1,0
38,368,4,3,3,3,2,3,2,2,1,3,4,4,3,2,0,0,0,0,0,0,1
33,239,1,1,1,1,5,5,1,4,4,4,4,4,4,1,0,1,0,1,1,0,0
63,695,2,1,2,3,2,2,2,2,1,3,4,1,3,2,7,0,0,0,0,0,1
60,1020,4,4,4,4,3,4,4,5,5,5,5,4,5,5,5,0,0,1,1,0,0
62,163,3,2,3,4,2,3,3,3,3,3,1,1,3,2,0,0,0,0,1,0,0
50,125,4,3,1,3,2,4,3,3,3,4,3,1,3,4,0,0,0,0,0,1,1
24,1208,4,5,5,5,4,4,4,4,2,2,4,1,4,4,1,0,0,1,1,0,0
15,667,2,5,3,4,5,3,4,5,4,3,5,3,4,5,35,1,0,0,0,0,0
34,334,3,4,4,4,1,4,3,3,3,3,3,4,3,2,0,0,0,0,0,0,0
36,2046,4,1,1,1,2,3,4,4,4,3,4,1,4,2,0,0,0,0,0,0,1
50,1566,4,4,4,4,5,4,4,4,4,4,4,3,4,3,0,1,0,1,1,0,1
19,445,4,4,2,3,2,2,2,2,1,5,3,1,3,2,2,1,0,0,0,0,1
52,2590,4,4,4,4,5,5,4,4,4,4,4,5,4,5,0,1,0,0,0,0,1
50,2136,4,4,4,4,2,4,4,5,5,5,5,5,5,3,1,0,1,0,1,0,0
26,643,1,1,1,3,1,1,2,1,4,5,3,4,3,1,0,0,1,0,0,0,0
49,1440,2,2,2,4,5,2,5,5,5,5,4,3,5,5,15,1,0,1,0,1,0
54,594,1,3,2,2,4,2,4,4,5,4,2,4,4,4,0,1,1,0,0,0,1
27,296,5,5,5,3,2,5,2,2,4,3,5,4,5,2,28,1,0,0,0,0,1
60,2611,4,4,4,4,4,4,4,4,4,5,4,4,4,4,17,1,0,1,1,0,0
10,867,4,4,4,1,4,4,4,4,4,4,4,3,5,4,0,0,0,1,1,0,0
15,862,1,5,1,4,4,1,4,4,4,3,4,5,5,4,0,0,1,0,1,0,0
20,257,3,1,3,3,3,3,3,3,4,2,3,2,4,3,6,1,0,0,0,0,1
52,2398,2,2,2,2,2,5,1,4,4,4,4,5,4,5,109,1,0,1,1,0,0
60,812,1,2,1,2,2,1,2,2,4,5,1,3,2,2,38,1,0,0,0,0,1
44,2496,4,4,4,4,2,3,5,4,4,4,4,5,4,3,0,0,0,0,1,0,1
50,140,5,1,1,1,5,2,3,5,5,5,5,4,5,4,71,1,0,0,0,0,1
40,3142,4,4,4,4,4,4,4,3,2,4,5,4,4,4,145,0,1,0,1,0,0
23,842,1,1,1,1,1,1,5,1,5,5,4,4,5,1,0,0,0,1,1,0,0
30,861,4,1,3,2,4,3,4,4,3,5,2,4,3,4,26,1,0,1,0,0,0
51,1747,2,4,3,3,1,3,4,5,5,3,2,1,5,3,10,0,0,0,1,0,0
58,302,2,1,1,1,5,2,3,2,2,2,2,4,2,3,17,1,0,1,1,0,1
46,602,5,4,5,2,2,5,2,2,4,2,5,5,5,2,0,1,0,0,0,0,0
52,265,3,4,4,4,3,1,1,3,3,4,3,4,3,3,97,1,1,0,0,0,1
20,283,5,0,5,2,5,5,5,5,4,5,5,5,5,5,13,1,0,0,0,0,1
46,473,1,1,1,1,4,1,4,5,5,5,5,5,5,3,0,1,1,0,1,0,0
46,1253,3,3,3,3,2,3,2,2,1,4,4,1,3,2,0,0,0,0,0,0,1
46,2758,4,4,4,4,2,5,1,4,4,4,4,3,4,5,0,1,0,0,0,0,1
56,3344,0,5,0,1,3,4,4,2,2,2,2,4,2,5,0,1,0,1,0,0,0
54,2565,1,4,2,4,2,3,5,3,5,5,5,5,5,5,0,0,0,0,0,0,1
55,3494,5,5,5,5,3,5,5,3,3,3,3,5,3,5,1,0,1,0,0,0,0
27,780,4,4,4,3,4,4,2,4,1,2,4,3,4,4,26,1,0,1,1,0,0
52,721,1,4,0,4,5,0,5,5,3,2,5,5,4,5,0,1,0,1,1,0,0
18,1440,1,4,1,1,5,1,5,5,3,3,3,5,4,5,3,0,0,0,0,0,1
48,2624,3,3,3,3,2,2,1,4,4,4,4,2,4,1,0,1,0,1,1,0,0
66,493,2,5,2,3,5,2,5,5,5,5,5,4,5,5,15,1,0,0,0,0,1
42,307,4,4,4,4,4,5,4,5,5,5,5,3,5,3,19,1,0,0,0,0,0
43,2864,1,4,4,4,5,2,3,1,1,1,1,2,1,1,8,1,0,0,0,0,0
36,2614,1,4,4,4,5,4,4,1,1,1,1,1,1,2,9,1,0,0,0,0,1
50,2633,2,2,2,2,4,5,4,3,3,4,3,5,3,4,0,0,0,1,1,0,0
45,489,2,5,2,3,1,4,3,3,3,2,3,4,3,2,0,0,0,0,0,0,0
45,3139,2,3,5,5,1,3,3,2,2,2,2,1,2,2,0,0,0,0,0,0,1
56,2139,3,3,3,3,5,5,5,5,5,5,5,3,5,4,38,1,0,0,1,0,1
42,671,4,1,1,1,4,4,4,4,4,3,1,5,2,4,60,0,0,0,0,0,1
58,1578,4,4,2,4,4,5,4,4,4,4,4,5,4,4,0,1,0,1,1,0,0
9,1121,3,5,3,3,1,3,1,1,3,4,4,5,4,1,0,1,0,1,1,0,0
60,2475,1,3,1,3,1,5,5,2,5,1,5,5,2,5,15,0,0,1,1,0,0
52,2454,1,1,1,4,4,3,4,4,4,1,4,2,4,4,0,1,0,1,1,0,0
50,872,3,3,3,4,3,3,3,3,4,5,4,3,4,3,0,1,0,1,1,0,0
12,1979,2,5,2,3,1,2,1,1,3,5,4,5,5,1,0,0,0,0,1,0,0
50,2425,2,5,5,5,5,2,3,2,2,2,2,1,2,2,2,1,0,1,1,0,0
59,1306,3,5,2,3,5,2,5,5,4,4,3,5,4,5,0,0,1,0,0,0,1
21,1694,5,0,4,2,2,4,2,2,5,2,3,4,5,2,0,1,0,1,0,0,0
58,302,1,5,1,1,3,5,4,3,3,1,3,4,3,5,0,1,0,0,0,0,0
51,2048,3,2,2,2,5,4,4,3,3,3,3,2,3,1,26,1,0,1,1,0,0
